codusu,nro_hogar,componente,ano4,aglomerado,pondera,ch04,ch06,ch07,ch08,ch09,ch10,ch11,ch12,ch13,ch14,ch15,ch16,nivel_ed,estado,cat_ocup,cat_inac,pp02c1,pp02c2,pp02c3,pp02c4,pp02c5,pp02c6,pp02c7,pp02c8,pp02e,pp02h,pp02i,p21,decocur,rdecocur,gdecocur,adecocur,tot_p12,p47t,decindr,rdecindr,gdecindr,adecindr,v2_m,v3_m,v4_m,v5_m,v8_m,v9_m,v10_m,v11_m,v12_m,v18_m,v19_am,v21_m,t_vi,itf,decifr,rdecifr,gdecifr,adecifr,ipcf,deccfr,rdeccfr,gdeccfr,adeccfr,pareja_actual,tiene/busca_trabajo,cobertura_m,cobertura_m2,nivel_ed_or,inac_eco,inac_neco,PEA,PET,desocupado,edad_grupos
283608  ,1.0,2.0,2004,32,1544.0,2,32.0,2.0,1.0,1,2,9.0,7,1.0,  ,3,1,6,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,10,10,10,10,0.0,5100.0,10,10,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,10,10,10,10,1261340.325,10,10,10,10,1,1,1,0,6,0,0,1,1,0,"[30, 40)"
283608  ,1.0,3.0,2004,32,1544.0,1,4.0,5.0,1.0,2,3,0.0,0,0.0,  ,1,6,7,4,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ,  ,  ,  ,0.0,0.0,00,00,00,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,10,10,10,10,1261340.325,10,10,10,10,0,0,1,0,0,0,1,0,0,0,"[0, 10)"
283608  ,1.0,4.0,2004,32,1544.0,2,2.0,5.0,1.0,2,3,0.0,0,0.0,  ,1,6,7,4,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ,  ,  ,  ,0.0,0.0,00,00,00,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,10,10,10,10,1261340.325,10,10,10,10,0,0,1,0,0,0,1,0,0,0,"[0, 10)"
284078  ,1.0,1.0,2004,32,1617.0,1,45.0,2.0,1.0,1,2,9.0,6,1.0,  ,2,1,6,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00,00,00,00,0.0,0.0,00,00,00,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,02,02,02,01,46249.145249999994,02,01,01,01,1,1,1,0,6,0,0,1,1,0,"[40, 50)"
284078  ,1.0,2.0,2004,32,1617.0,2,37.0,2.0,1.0,1,2,9.0,6,1.0,  ,1,1,6,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,04,04,04,02,0.0,330.0,04,04,04,03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,02,02,02,01,46249.145249999994,02,01,01,01,1,1,1,0,6,0,0,1,1,0,"[30, 40)"
284078  ,1.0,3.0,2004,32,1617.0,1,13.0,5.0,1.0,1,1,1.0,4,2.0,01,1,1,3,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No,0.0,  ,  ,  ,  ,0.0,0.0,00,00,00,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,02,02,02,01,46249.145249999994,02,01,01,01,0,0,1,0,3,1,0,0,0,0,"[10, 20)"
284078  ,1.0,4.0,2004,32,1617.0,1,9.0,5.0,1.0,1,1,2.0,2,2.0,04,1,1,1,4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ,  ,  ,  ,0.0,0.0,00,00,00,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,02,02,02,01,46249.145249999994,02,01,01,01,0,0,1,0,1,1,0,0,0,0,"[0, 10)"
284108  ,1.0,1.0,2004,32,1972.0,1,47.0,5.0,1.0,1,2,9.0,2,1.0,  ,1,1,2,2,3.0,0.0,Sí,Sí,No,No,No,No,No,No,0.0,0.0,0.0,0.0,  ,  ,  ,  ,0.0,200.0,02,02,02,01,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,01,01,01,01,112119.14,04,04,04,02,0,1,1,0,2,0,0,1,1,1,"[40, 50)"
284651  ,1.0,1.0,2004,32,1616.0,1,65.0,2.0,1.0,1,2,9.0,2,1.0,  ,1,1,2,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No,0.0,  ,  ,  ,  ,0.0,420.0,05,05,05,03,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,1280.0,08,07,08,06,179390.62399999998,06,06,06,03,1,0,1,0,2,1,0,0,1,0,"[60, 70)"
284651  ,1.0,2.0,2004,32,1616.0,2,62.0,2.0,1.0,1,2,9.0,2,1.0,  ,3,1,2,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,07,07,07,05,0.0,620.0,07,07,07,05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.0,08,07,08,06,179390.62399999998,06,06,06,03,1,1,1,0,2,0,0,1,1,0,"[60, 70)"
284651  ,1.0,3.0,2004,32,1616.0,1,30.0,5.0,4.0,1,2,9.0,4,2.0,02,1,1,3,2,3.0,0.0,Sí,No,No,No,No,Sí,No,No,0.0,0.0,0.0,0.0,  ,  ,  ,  ,0.0,0.0,00,00,00,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.0,08,07,08,06,179390.62399999998,06,06,06,03,0,1,0,0,3,0,0,1,1,1,"[30, 40)"
284651  ,1.0,4.0,2004,32,1616.0,2,23.0,5.0,4.0,1,2,9.0,4,2.0,02,1,1,3,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,03,03,03,01,0.0,240.0,03,03,03,02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.0,08,07,08,06,179390.62399999998,06,06,06,03,0,1,0,0,3,0,0,1,1,0,"[20, 30)"
284670  ,1.0,1.0,2004,32,1244.0,1,29.0,1.0,4.0,1,2,9.0,2,1.0,  ,4,1,2,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,06,05,05,03,0.0,500.0,06,05,06,04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,04,03,03,02,56059.57,02,02,02,01,1,1,0,0,2,0,0,1,1,0,"[20, 30)"
284670  ,1.0,2.0,2004,32,1244.0,2,27.0,1.0,4.0,1,2,9.0,4,1.0,  ,4,1,4,3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No,0.0,  ,  ,  ,  ,0.0,0.0,00,00,00,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,04,03,03,02,56059.57,02,02,02,01,1,0,0,0,4,1,0,0,1,0,"[20, 30)"
284670  ,1.0,3.0,2004,32,1244.0,2,6.0,5.0,3.0,1,1,1.0,2,2.0,00,4,1,1,4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ,  ,  ,  ,0.0,0.0,00,00,00,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,04,03,03,02,56059.57,02,02,02,01,0,0,1,0,1,1,0,0,0,0,"[0, 10)"
284670  ,1.0,4.0,2004,32,1244.0,1,5.0,5.0,3.0,2,1,1.0,1,2.0,00,4,1,7,4,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ,  ,  ,  ,0.0,0.0,00,00,00,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,04,03,03,02,56059.57,02,02,02,01,0,0,1,0,0,0,1,0,0,0,"[0, 10)"
284670  ,1.0,5.0,2004,32,1244.0,1,4.0,5.0,3.0,2,1,1.0,1,2.0,00,4,6,7,4,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ,  ,  ,  ,0.0,0.0,00,00,00,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,04,03,03,02,56059.57,02,02,02,01,0,0,1,0,0,0,1,0,0,0,"[0, 10)"
284827  ,1.0,1.0,2004,32,1732.0,2,50.0,9.0,4.0,1,2,9.0,4,1.0,  ,1,1,4,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,08,08,08,06,0.0,1100.0,09,09,09,08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,300.0,1600.0,09,08,08,07,298984.37333333335,08,08,08,06,0,1,0,0,4,0,0,1,1,0,"[50, 60)"
284827  ,1.0,2.0,2004,32,1732.0,2,25.0,5.0,1.0,1,1,1.0,7,2.0,04,2,1,5,2,3.0,0.0,No,No,No,No,Sí,Sí,No,No,0.0,0.0,0.0,0.0,  ,  ,  ,  ,500.0,500.0,06,05,06,04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,09,08,08,07,298984.37333333335,08,08,08,06,0,1,1,0,5,0,0,1,1,1,"[20, 30)"
284827  ,1.0,3.0,2004,32,1732.0,1,14.0,5.0,1.0,1,1,1.0,4,2.0,01,1,1,3,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No,0.0,  ,  ,  ,  ,0.0,0.0,00,00,00,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,09,08,08,07,298984.37333333335,08,08,08,06,0,0,1,0,3,1,0,0,0,0,"[10, 20)"
285001  ,1.0,1.0,2004,32,2328.0,2,32.0,9.0,2.0,1,2,9.0,7,2.0,03,1,1,5,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,08,07,07,05,0.0,1100.0,09,09,09,08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,400.0,1100.0,07,07,07,05,308327.635,08,08,08,06,0,1,1,0,5,0,0,1,1,0,"[30, 40)"
285001  ,1.0,2.0,2004,32,2328.0,2,2.0,5.0,2.0,2,1,1.0,1,2.0,00,1,6,7,4,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ,  ,  ,  ,0.0,0.0,00,00,00,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,07,07,07,05,308327.635,08,08,08,06,0,0,1,0,0,0,1,0,0,0,"[0, 10)"
285147  ,1.0,1.0,2004,32,1743.0,1,48.0,2.0,2.0,1,2,9.0,7,2.0,04,1,1,5,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.0,10,10,10,09,0.0,1750.0,10,10,10,09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,10,10,10,10,654028.3166666667,10,10,10,09,1,1,1,0,5,0,0,1,1,0,"[40, 50)"
285147  ,1.0,2.0,2004,32,1743.0,2,50.0,2.0,2.0,1,2,9.0,7,2.0,06,1,1,5,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.0,10,10,10,09,0.0,1750.0,10,10,10,09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,10,10,10,10,654028.3166666667,10,10,10,09,1,1,1,0,5,0,0,1,1,0,"[50, 60)"
285147  ,1.0,3.0,2004,32,1743.0,1,17.0,5.0,2.0,1,1,1.0,7,2.0,00,1,1,5,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No,0.0,  ,  ,  ,  ,0.0,0.0,00,00,00,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,10,10,10,10,654028.3166666667,10,10,10,09,0,0,1,0,5,1,0,0,1,0,"[10, 20)"
285404  ,1.0,1.0,2004,32,1752.0,2,55.0,9.0,2.0,1,2,9.0,7,1.0,  ,1,1,6,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,09,08,09,07,0.0,1000.0,09,08,09,07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,07,06,06,05,280297.85,08,08,08,05,0,1,1,0,6,0,0,1,1,0,"[50, 60)"
285404  ,1.0,2.0,2004,32,1752.0,2,26.0,5.0,2.0,1,2,9.0,7,1.0,  ,1,1,6,2,3.0,0.0,No,Sí,No,No,No,No,No,No,0.0,0.0,0.0,0.0,  ,  ,  ,  ,0.0,0.0,00,00,00,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,07,06,06,05,280297.85,08,08,08,05,0,1,1,0,6,0,0,1,1,1,"[20, 30)"
285492  ,1.0,1.0,2004,32,1591.0,2,61.0,5.0,1.0,1,2,9.0,2,2.0,04,3,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,03,03,03,01,40.0,290.0,03,03,03,02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,02,02,02,01,162572.753,06,05,05,03,0,1,1,0,1,0,0,1,1,0,"[60, 70)"
285653  ,1.0,1.0,2004,32,1630.0,1,52.0,2.0,4.0,1,2,9.0,4,2.0,03,1,1,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,07,06,06,05,0.0,600.0,07,06,07,05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,09,08,09,07,184996.58099999998,06,06,06,03,1,1,0,0,3,0,0,1,1,0,"[50, 60)"
285653  ,1.0,2.0,2004,32,1630.0,2,53.0,2.0,4.0,1,2,9.0,4,2.0,03,3,1,3,3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No,0.0,  ,  ,  ,  ,0.0,50.0,01,01,01,01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,1650.0,09,08,09,07,184996.58099999998,06,06,06,03,1,0,0,0,3,1,0,0,1,0,"[50, 60)"
285653  ,1.0,3.0,2004,32,1630.0,1,24.0,5.0,1.0,1,2,9.0,4,2.0,05,1,1,3,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,05,04,04,03,0.0,400.0,05,04,05,03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,09,08,09,07,184996.58099999998,06,06,06,03,0,1,1,0,3,0,0,1,1,0,"[20, 30)"
285653  ,1.0,4.0,2004,32,1630.0,2,22.0,5.0,4.0,1,1,1.0,7,2.0,04,1,1,5,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,07,06,06,05,0.0,600.0,07,06,07,05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,09,08,09,07,184996.58099999998,06,06,06,03,0,1,0,0,5,0,0,1,1,0,"[20, 30)"
285653  ,1.0,5.0,2004,32,1630.0,1,14.0,5.0,4.0,1,1,2.0,4,2.0,01,1,1,3,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No,0.0,  ,  ,  ,  ,0.0,0.0,00,00,00,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,09,08,09,07,184996.58099999998,06,06,06,03,0,0,0,0,3,1,0,0,0,0,"[10, 20)"
286220  ,1.0,1.0,2004,32,1374.0,1,81.0,4.0,12.0,1,2,9.0,2,1.0,  ,2,1,2,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No,0.0,  ,  ,  ,  ,0.0,1300.0,09,09,09,08,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,1300.0,08,07,08,06,728774.4099999999,10,10,10,09,0,0,1,1,2,1,0,0,0,0,"[80, 90)"
286481  ,1.0,1.0,2004,32,1518.0,1,33.0,5.0,1.0,1,2,9.0,4,1.0,  ,1,1,4,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,08,08,08,06,0.0,850.0,08,08,08,06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200.0,10,10,10,09,597968.7466666667,10,10,10,09,0,1,1,0,4,0,0,1,1,0,"[30, 40)"
286481  ,1.0,2.0,2004,32,1518.0,2,40.0,5.0,1.0,1,2,9.0,4,1.0,  ,1,1,4,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,10,10,10,10,0.0,2100.0,10,10,10,09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200.0,10,10,10,09,597968.7466666667,10,10,10,09,0,1,1,0,4,0,0,1,1,0,"[40, 50)"
286481  ,1.0,3.0,2004,32,1518.0,1,73.0,4.0,1.0,1,2,9.0,2,1.0,  ,1,1,2,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No,0.0,  ,  ,  ,  ,0.0,250.0,03,03,03,02,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,3200.0,10,10,10,09,597968.7466666667,10,10,10,09,0,0,1,0,2,1,0,0,0,0,"[70, 80)"
286716  ,1.0,1.0,2004,32,1791.0,1,48.0,2.0,1.0,1,2,9.0,6,1.0,  ,1,1,6,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,10,10,10,09,0.0,2000.0,10,10,10,09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5600.0,10,10,10,10,627867.184,10,10,10,09,1,1,1,0,6,0,0,1,1,0,"[40, 50)"
286716  ,1.0,2.0,2004,32,1791.0,2,48.0,2.0,1.0,1,2,9.0,6,1.0,  ,1,1,6,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,10,10,10,10,0.0,3600.0,10,10,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5600.0,10,10,10,10,627867.184,10,10,10,09,1,1,1,0,6,0,0,1,1,0,"[40, 50)"
286716  ,1.0,3.0,2004,32,1791.0,1,20.0,5.0,1.0,1,1,9.0,7,2.0,00,1,1,5,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No,0.0,  ,  ,  ,  ,0.0,0.0,00,00,00,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5600.0,10,10,10,10,627867.184,10,10,10,09,0,0,1,0,5,1,0,0,1,0,"[20, 30)"
286716  ,1.0,4.0,2004,32,1791.0,1,18.0,5.0,1.0,1,1,2.0,4,2.0,04,1,1,3,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No,0.0,  ,  ,  ,  ,0.0,0.0,00,00,00,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5600.0,10,10,10,10,627867.184,10,10,10,09,0,0,1,0,3,1,0,0,1,0,"[10, 20)"
286716  ,1.0,5.0,2004,32,1791.0,1,13.0,5.0,1.0,1,1,2.0,4,2.0,00,1,1,3,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No,0.0,  ,  ,  ,  ,0.0,0.0,00,00,00,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5600.0,10,10,10,10,627867.184,10,10,10,09,0,0,1,0,3,1,0,0,0,0,"[10, 20)"
287117  ,1.0,1.0,2004,32,1290.0,1,25.0,5.0,1.0,1,1,1.0,7,2.0,04,1,1,5,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0,07,07,07,05,0.0,602.0,07,07,07,05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1204.0,08,07,07,06,337478.6114,09,08,09,06,0,1,1,0,5,0,0,1,1,0,"[20, 30)"
287117  ,1.0,2.0,2004,32,1290.0,1,25.0,5.0,1.0,1,1,1.0,7,2.0,03,1,1,5,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0,07,07,07,05,0.0,602.0,07,07,07,05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1204.0,08,07,07,06,337478.6114,09,08,09,06,0,1,1,0,5,0,0,1,1,0,"[20, 30)"
287312  ,1.0,1.0,2004,32,1509.0,1,57.0,2.0,1.0,1,2,9.0,4,1.0,  ,1,1,4,2,3.0,0.0,No,Sí,No,No,No,Sí,No,No,0.0,0.0,0.0,0.0,  ,  ,  ,  ,0.0,500.0,06,06,06,04,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1109.0,07,07,07,05,155425.157825,06,05,05,03,1,1,1,0,4,0,0,1,1,1,"[50, 60)"
287312  ,1.0,2.0,2004,32,1509.0,2,55.0,2.0,1.0,1,2,9.0,2,1.0,  ,5,1,2,3,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No,0.0,  ,  ,  ,  ,0.0,0.0,00,00,00,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109.0,07,07,07,05,155425.157825,06,05,05,03,1,0,1,0,2,1,0,0,1,0,"[50, 60)"
287312  ,1.0,3.0,2004,32,1509.0,2,26.0,5.0,1.0,1,2,9.0,4,1.0,  ,1,1,4,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.0,07,07,07,05,0.0,609.0,07,07,07,05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109.0,07,07,07,05,155425.157825,06,05,05,03,0,1,1,0,4,0,0,1,1,0,"[20, 30)"
287312  ,1.0,4.0,2004,32,1509.0,1,20.0,5.0,1.0,1,2,9.0,4,1.0,  ,1,1,4,2,3.0,0.0,No,Sí,Sí,No,No,Sí,No,No,0.0,0.0,0.0,0.0,  ,  ,  ,  ,0.0,0.0,00,00,00,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109.0,07,07,07,05,155425.157825,06,05,05,03,0,1,1,0,4,0,0,1,1,1,"[20, 30)"
287449  ,1.0,1.0,2004,32,1535.0,2,25.0,5.0,12.0,1,2,9.0,7,1.0,  ,5,1,6,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,09,08,08,07,0.0,950.0,09,08,08,07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,06,06,06,04,532565.9149999999,10,09,10,08,0,1,1,1,6,0,0,1,1,0,"[20, 30)"
287496  ,1.0,1.0,2004,32,1782.0,2,33.0,5.0,1.0,1,2,9.0,7,2.0,02,1,9,5,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.0,09,09,09,08,0.0,1280.0,09,09,09,08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.0,08,07,08,06,717562.4959999999,10,10,10,09,0,1,1,0,5,0,0,1,1,0,"[30, 40)"
287811  ,1.0,1.0,2004,32,1279.0,1,39.0,1.0,1.0,1,2,9.0,6,2.0,03,3,1,5,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,06,06,06,04,0.0,880.0,08,08,08,07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,06,06,06,04,123331.05399999999,05,04,04,02,1,1,1,0,5,0,0,1,1,0,"[30, 40)"
287811  ,1.0,2.0,2004,32,1279.0,2,33.0,1.0,1.0,1,2,9.0,4,1.0,  ,3,1,4,2,0.0,0.0,No,No,No,No,Sí,Sí,No,No,0.0,0.0,0.0,0.0,  ,  ,  ,  ,0.0,0.0,00,00,00,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,06,06,06,04,123331.05399999999,05,04,04,02,1,1,1,0,4,0,0,1,1,1,"[30, 40)"
287811  ,1.0,3.0,2004,32,1279.0,2,4.0,5.0,1.0,2,1,2.0,1,2.0,00,1,6,7,4,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ,  ,  ,  ,0.0,0.0,00,00,00,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,06,06,06,04,123331.05399999999,05,04,04,02,0,0,1,0,0,0,1,0,0,0,"[0, 10)"
125047  ,1.0,1.0,2004,33,1703.0,1,80.0,2.0,1.0,1,2,9.0,2,2.0,99,5,1,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No,0.0,  ,  ,  ,  ,0.0,2250.0,10,10,10,10,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,2250.0,2765.0,10,10,10,10,775023.55525,10,10,10,10,1,0,1,0,1,1,0,0,0,0,"[80, 90)"
